series_tag,display_name,post_count,priority,status,note
tokyo_ghoul,Tokyo Ghoul,3386,464,pending,
project_voltage,Project Voltage,3383,465,pending,
mega_man_zx,Mega Man Zx,3377,466,pending,
overlord_(maruyama),Overlord  (Maruyama),3377,467,pending,
stella_sora,Stella Sora,3357,468,pending,
final_fantasy_viii,Final Fantasy Viii,3349,469,pending,
azumanga_daioh,Azumanga Daioh,3335,470,pending,
fate/prototype,Fate/Prototype,3312,471,pending,
fire_emblem_echoes:_shadows_of_valentia,Fire Emblem Echoes: Shadows Of Valentia,3309,472,pending,
girlfriend_(kari),Girlfriend  (Kari),3300,473,pending,
nichijou,Nichijou,3293,474,pending,
cookie_run:_kingdom,Cookie Run: Kingdom,3291,475,pending,
futari_wa_precure,Futari Wa Precure,3283,476,pending,
meitantei_precure!,Meitantei Precure!,3276,477,pending,
mother_(series),Mother  (Series),3263,478,pending,
yu-gi-oh!_5d's,Yu-Gi-Oh! 5D'S,3247,479,pending,
death_note,Death Note,3243,480,pending,
boruto:_naruto_next_generations,Boruto: Naruto Next Generations,3238,481,pending,
kara_no_kyoukai,Kara No Kyoukai,3222,482,pending,
kanon,Kanon,3212,483,pending,
senran_kagura_new_link,Senran Kagura New Link,3211,484,pending,
22/7,22/7,3208,485,pending,
emil_chronicle_online,Emil Chronicle Online,3198,486,pending,
chaos;head,Chaos;Head,3193,487,pending,
yuri!!!_on_ice,Yuri!!! On Ice,3174,488,pending,
rabbit_hole_(vocaloid),Rabbit Hole  (Vocaloid),3172,489,pending,
go!_princess_precure,Go! Princess Precure,3169,490,pending,
wonderful_precure!,Wonderful Precure!,3167,491,pending,
closers,Closers,3163,492,pending,
sayonara_zetsubou_sensei,Sayonara Zetsubou Sensei,3146,493,pending,
umamusume:_cinderella_gray,Umamusume: Cinderella Gray,3141,494,pending,
evangelion:_2.0_you_can_(not)_advance,Evangelion: 2.0 You Can  (Not) Advance,3137,495,pending,
mihoyo,Mihoyo,3134,496,pending,
twitter,Twitter,3127,497,pending,
oshiro_project:re,Oshiro Project:Re,3124,498,pending,
komi-san_wa_komyushou_desu,Komi-San Wa Komyushou Desu,3111,499,pending,
pokemon_gold/silver/crystal,Pokemon Gold/Silver/Crystal,3110,500,pending,
resident_evil_4,Resident Evil 4,3101,501,pending,
wizarding_world,Wizarding World,3083,502,pending,
yes!_precure_5,Yes! Precure 5,3070,503,pending,
happinesscharge_precure!,Happinesscharge Precure!,3067,504,pending,
grimms_notes,Grimms Notes,3066,505,pending,
shakugan_no_shana,Shakugan No Shana,3063,506,pending,
danganronpa_3_(anime),Danganronpa 3  (Anime),3059,507,pending,
spider-verse,Spider-Verse,3057,508,pending,
inuyasha,Inuyasha,3035,509,pending,
the_amazing_digital_circus,The Amazing Digital Circus,3033,510,pending,
eternal_return:_black_survival,Eternal Return: Black Survival,3022,511,pending,
promare,Promare,3013,512,pending,
final_fantasy_vii:_advent_children,Final Fantasy Vii: Advent Children,3006,513,pending,
poptepipic,Poptepipic,2983,514,pending,
holostars_english,Holostars English,2980,515,pending,
warcraft,Warcraft,2976,516,pending,
soulcalibur,Soulcalibur,2966,517,pending,
love_and_deepspace,Love And Deepspace,2952,518,pending,
persona_3_portable,Persona 3 Portable,2949,519,pending,
dark_souls_i,Dark Souls I,2942,520,pending,
working!!,Working!!,2939,521,pending,
brave_witches,Brave Witches,2933,522,pending,
honkai_gakuen,Honkai Gakuen,2902,523,pending,
fate/samurai_remnant,Fate/Samurai Remnant,2898,524,pending,
the_legend_of_luo_xiaohei,The Legend Of Luo Xiaohei,2871,525,pending,
toji_no_miko,Toji No Miko,2870,526,pending,
m.u.g.e.n,M.U.G.E.N,2861,527,pending,
mon-musu_quest!,Mon-Musu Quest!,2855,528,pending,
gundam_zz,Gundam Zz,2854,529,pending,
make_heroine_ga_oo_sugiru!,Make Heroine Ga Oo Sugiru!,2849,530,pending,
aria_(manga),Aria  (Manga),2835,531,pending,
dragon_ball_(classic),Dragon Ball  (Classic),2833,532,pending,
magical_mirai_(vocaloid),Magical Mirai  (Vocaloid),2832,533,pending,
mob_psycho_100,Mob Psycho 100,2828,534,pending,
yume_nikki,Yume Nikki,2827,535,pending,
tales_of_the_abyss,Tales Of The Abyss,2821,536,pending,
girls'_frontline_neural_cloud,Girls' Frontline Neural Cloud,2816,537,pending,
sword_art_online:_alicization,Sword Art Online: Alicization,2812,538,pending,
breath_of_fire,Breath Of Fire,2801,539,pending,
hidamari_sketch,Hidamari Sketch,2799,540,pending,
my_melody_(series),My Melody  (Series),2782,541,pending,
senpai_ga_uzai_kouhai_no_hanashi,Senpai Ga Uzai Kouhai No Hanashi,2767,542,pending,
little_red_riding_hood_(fairy_tale),Little Red Riding Hood  (Fairy Tale),2740,543,pending,
ikkitousen,Ikkitousen,2738,544,pending,
berserk,Berserk,2737,545,pending,
final_fantasy_iv,Final Fantasy Iv,2729,546,pending,
dragon_quest_iv,Dragon Quest Iv,2721,547,pending,
tales_of_symphonia,Tales Of Symphonia,2708,548,pending,
atelier_ryza_1,Atelier Ryza 1,2705,549,pending,
tales_of_xillia,Tales Of Xillia,2685,550,pending,
sana_channel,Sana Channel,2681,551,pending,
hayate_no_gotoku!,Hayate No Gotoku!,2677,552,pending,
final_fantasy_x,Final Fantasy X,2675,553,pending,
seiken_densetsu,Seiken Densetsu,2674,554,pending,
pokemon_the_series:_xy,Pokemon The Series: Xy,2618,555,pending,
street_fighter_iv_(series),Street Fighter Iv  (Series),2617,556,pending,
shantae_(series),Shantae  (Series),2613,557,pending,
onmyoji,Onmyoji,2604,558,pending,
live_a_hero,Live A Hero,2597,559,pending,
new_game!,New Game!,2594,560,pending,
mega_man_legends_(series),Mega Man Legends  (Series),2590,561,pending,
fire_emblem_cipher,Fire Emblem Cipher,2587,562,pending,
durarara!!,Durarara!!,2582,563,pending,
di_gi_charat,Di Gi Charat,2582,564,pending,
harry_potter_(series),Harry Potter  (Series),2575,565,pending,
final_fantasy_tactics,Final Fantasy Tactics,2568,566,pending,
dragon_quest_xi,Dragon Quest Xi,2567,567,pending,
saenai_heroine_no_sodatekata,Saenai Heroine No Sodatekata,2562,568,pending,
brown_dust_(series),Brown Dust  (Series),2560,569,pending,
to_love-ru_darkness,To Love-Ru Darkness,2558,570,pending,
watashi_ni_tenshi_ga_maiorita!,Watashi Ni Tenshi Ga Maiorita!,2555,571,pending,
vedal_ai,Vedal Ai,2550,572,pending,
world_of_warcraft,World Of Warcraft,2547,573,pending,
rune_factory,Rune Factory,2545,574,pending,
kimi_no_koto_ga_dai_dai_dai_dai_daisuki_na_100-nin_no_kanojo,Kimi No Koto Ga Dai Dai Dai Dai Daisuki Na 100-Nin No Kanojo,2537,575,pending,
star_twinkle_precure,Star Twinkle Precure,2534,576,pending,
uzaki-chan_wa_asobitai!,Uzaki-Chan Wa Asobitai!,2530,577,pending,
lawson,Lawson,2526,578,pending,
mahou_shoujo_ni_akogarete,Mahou Shoujo Ni Akogarete,2523,579,pending,
final_fantasy_v,Final Fantasy V,2509,580,pending,
tokidoki_bosotto_roshia-go_de_dereru_tonari_no_alya-san,Tokidoki Bosotto Roshia-Go De Dereru Tonari No Alya-San,2509,581,pending,
macross_delta,Macross Delta,2506,582,pending,
dairoku_ryouhei,Dairoku Ryouhei,2494,583,pending,
choukou_(alicesoft),Choukou  (Alicesoft),2490,584,pending,
teen_titans,Teen Titans,2489,585,pending,
blue_lock,Blue Lock,2485,586,pending,
shinryaku!_ikamusume,Shinryaku! Ikamusume,2478,587,pending,
microsoft_windows,Microsoft Windows,2477,588,pending,
brown_dust_2,Brown Dust 2,2473,589,pending,
muv-luv_alternative,Muv-Luv Alternative,2466,590,pending,
mabinogi,Mabinogi,2456,591,pending,
steins;gate_0,Steins;Gate 0,2444,592,pending,
cinderella_girls_gekijou,Cinderella Girls Gekijou,2439,593,pending,
.live,.Live,2434,594,pending,
godzilla_(series),Godzilla  (Series),2432,595,pending,
coca-cola,Coca-Cola,2418,596,pending,
fire_emblem_warriors:_three_hopes,Fire Emblem Warriors: Three Hopes,2411,597,pending,
tropical-rouge!_precure,Tropical-Rouge! Precure,2402,598,pending,
mahou_tsukai_no_yoru,Mahou Tsukai No Yoru,2402,599,pending,
elden_ring_nightreign,Elden Ring Nightreign,2399,600,pending,
superman_(series),Superman  (Series),2399,601,pending,
nisemonogatari,Nisemonogatari,2392,602,pending,
wild_arms,Wild Arms,2388,603,pending,
dolphin_wave,Dolphin Wave,2381,604,pending,
ijiranaide_nagatoro-san,Ijiranaide Nagatoro-San,2376,605,pending,
funamusea,Funamusea,2364,606,pending,
kill_me_baby,Kill Me Baby,2364,607,pending,
trigun,Trigun,2359,608,pending,
sword_girls,Sword Girls,2358,609,pending,
super_sentai,Super Sentai,2354,610,pending,
under_night_in-birth,Under Night In-Birth,2349,611,pending,
touhou_tag_dream,Touhou Tag Dream,2344,612,pending,
kirakira_precure_a_la_mode,Kirakira Precure A La Mode,2342,613,pending,
show_by_rock!!,Show By Rock!!,2342,614,pending,
sengoku_basara,Sengoku Basara,2342,615,pending,
call_of_duty,Call Of Duty,2340,616,pending,
black_lagoon,Black Lagoon,2338,617,pending,
mega_man_battle_network_(series),Mega Man Battle Network  (Series),2333,618,pending,
guilty_crown,Guilty Crown,2332,619,pending,
castlevania_(series),Castlevania  (Series),2332,620,pending,
bishoujo_senshi_sailor_moon_s,Bishoujo Senshi Sailor Moon S,2331,621,pending,
god_eater,God Eater,2327,622,pending,
dragon_quest_v,Dragon Quest V,2327,623,pending,
gundam_build_fighters_try,Gundam Build Fighters Try,2325,624,pending,
dragon_ball_gt,Dragon Ball Gt,2317,625,pending,
digimon_adventure,Digimon Adventure,2316,626,pending,
yuusha_de_aru,Yuusha De Aru,2315,627,pending,
chaos;child,Chaos;Child,2313,628,pending,
ghost_in_the_shell,Ghost In The Shell,2312,629,pending,
hugtto!_precure,Hugtto! Precure,2309,630,pending,
dengeki_moeoh,Dengeki Moeoh,2294,631,pending,
delicious_party_precure,Delicious Party Precure,2287,632,pending,
saga,Saga,2286,633,pending,
idolmaster_2,Idolmaster 2,2282,634,pending,
adventure_time,Adventure Time,2278,635,pending,
sakura_taisen,Sakura Taisen,2276,636,pending,
digimon_card_game,Digimon Card Game,2275,637,pending,
lord_of_the_mysteries,Lord Of The Mysteries,2270,638,pending,
persona_5_the_royal,Persona 5 The Royal,2267,639,pending,
gundam_unicorn,Gundam Unicorn,2261,640,pending,
yuuki_bakuhatsu_bang_bravern,Yuuki Bakuhatsu Bang Bravern,2253,641,pending,
alchemy_stars,Alchemy Stars,2251,642,pending,
randal's_friends,Randal'S Friends,2236,643,pending,
utawarerumono,Utawarerumono,2233,644,pending,
yu-gi-oh!_arc-v,Yu-Gi-Oh! Arc-V,2226,645,pending,
melonbooks,Melonbooks,2213,646,pending,
dragon's_crown,Dragon'S Crown,2207,647,pending,
minecraft_youtube,Minecraft Youtube,2204,648,pending,
super_mario_galaxy,Super Mario Galaxy,2200,649,pending,
air_(visual_novel),Air  (Visual Novel),2200,650,pending,
slam_dunk_(series),Slam Dunk  (Series),2199,651,pending,
gensou_suikoden,Gensou Suikoden,2194,652,pending,
heaven's_feel,Heaven'S Feel,2183,653,pending,
ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.,Ano Hi Mita Hana No Namae Wo Bokutachi Wa Mada Shiranai.,2175,654,pending,
avengers_(series),Avengers  (Series),2173,655,pending,
senran_kagura_shoujo-tachi_no_shin'ei,Senran Kagura Shoujo-Tachi No Shin'Ei,2168,656,pending,
dorohedoro,Dorohedoro,2166,657,pending,
karakai_jouzu_no_takagi-san,Karakai Jouzu No Takagi-San,2165,658,pending,
kin-iro_mosaic,Kin-Iro Mosaic,2164,659,pending,
mahou_girls_precure!,Mahou Girls Precure!,2163,660,pending,
silent_hill_(series),Silent Hill  (Series),2163,661,pending,
idolmaster_dearly_stars,Idolmaster Dearly Stars,2159,662,pending,
scott_pilgrim_(series),Scott Pilgrim  (Series),2153,663,pending,
shiguang_dailiren,Shiguang Dailiren,2144,664,pending,
doraemon,Doraemon,2141,665,pending,
boku_no_kokoro_no_yabai_yatsu,Boku No Kokoro No Yabai Yatsu,2132,666,pending,
final_fantasy_xvi,Final Fantasy Xvi,2131,667,pending,
mickey_mouse_&_friends,Mickey Mouse & Friends,2127,668,pending,
final_fantasy_xv,Final Fantasy Xv,2125,669,pending,
ryuu_ga_gotoku_(series),Ryuu Ga Gotoku  (Series),2123,670,pending,
lovebrush_chronicles,Lovebrush Chronicles,2120,671,pending,
hollow_knight:_silksong,Hollow Knight: Silksong,2118,672,pending,
embodiment_of_scarlet_devil,Embodiment Of Scarlet Devil,2110,673,pending,
counter:side,Counter:Side,2102,674,pending,
fuwa_fuwa_cinnamoroll,Fuwa Fuwa Cinnamoroll,2101,675,pending,
goblin_slayer!,Goblin Slayer!,2094,676,pending,
darker_than_black,Darker Than Black,2094,677,pending,
ryuuou_no_oshigoto!,Ryuuou No Oshigoto!,2085,678,pending,
keroro_gunsou,Keroro Gunsou,2085,679,pending,
kusuriya_no_hitorigoto,Kusuriya No Hitorigoto,2079,680,pending,
tensei_shitara_slime_datta_ken,Tensei Shitara Slime Datta Ken,2075,681,pending,
galaxy_angel,Galaxy Angel,2071,682,pending,
magi_the_labyrinth_of_magic,Magi The Labyrinth Of Magic,2071,683,pending,
pokemon_the_series:_diamond_and_pearl,Pokemon The Series: Diamond And Pearl,2069,684,pending,
cinderella_series,Cinderella Series,2069,685,pending,
sinoalice,Sinoalice,2069,686,pending,
va-11_hall-a,Va-11 Hall-A,2067,687,pending,
crisis_core:_final_fantasy_vii,Crisis Core: Final Fantasy Vii,2064,688,pending,
gundam_tekketsu_no_orphans,Gundam Tekketsu No Orphans,2064,689,pending,
deadpool_(series),Deadpool  (Series),2061,690,pending,
futaba_channel,Futaba Channel,2057,691,pending,
rance_(series),Rance  (Series),2056,692,pending,
world_trigger,World Trigger,2052,693,pending,
pokemon_platinum,Pokemon Platinum,2050,694,pending,
hachigatsu_no_cinderella_nine,Hachigatsu No Cinderella Nine,2047,695,pending,
seiken_densetsu_3,Seiken Densetsu 3,2043,696,pending,
shokugeki_no_souma,Shokugeki No Souma,2043,697,pending,
free!,Free!,2039,698,pending,
love_plus,Love Plus,2031,699,pending,
bayonetta_(series),Bayonetta  (Series),2028,700,pending,
waktaverse,Waktaverse,2022,701,pending,
xenoblade_chronicles_1,Xenoblade Chronicles 1,2018,702,pending,
frozen_(disney),Frozen  (Disney),2018,703,pending,
black_clover,Black Clover,2016,704,pending,
luigi's_mansion,Luigi'S Mansion,2012,705,pending,
among_us,Among Us,2010,706,pending,
d.gray-man,D.Gray-Man,2001,707,pending,
the_legend_of_zelda:_skyward_sword,The Legend Of Zelda: Skyward Sword,2000,708,pending,
hellsing,Hellsing,1996,709,pending,
ib_(kouri),Ib  (Kouri),1991,710,pending,
evangelion:_3.0+1.0_thrice_upon_a_time,Evangelion: 3.0+1.0 Thrice Upon A Time,1989,711,pending,
dissidia_final_fantasy,Dissidia Final Fantasy,1984,712,pending,
senren_banka,Senren Banka,1981,713,pending,
trickcal,Trickcal,1980,714,pending,
tokyo_revengers,Tokyo Revengers,1980,715,pending,
tenka_hyakken,Tenka Hyakken,1978,716,pending,
team_fortress_2,Team Fortress 2,1974,717,pending,
my-hime,My-Hime,1974,718,pending,
seishun_buta_yarou,Seishun Buta Yarou,1965,719,pending,
dark_souls_iii,Dark Souls Iii,1962,720,pending,
amagi_brilliant_park,Amagi Brilliant Park,1961,721,pending,
kimi_to_idol_precure,Kimi To Idol Precure,1960,722,pending,
tales_of_zestiria,Tales Of Zestiria,1960,723,pending,
dragon_ball_fighterz,Dragon Ball Fighterz,1957,724,pending,
kpop_demon_hunters,Kpop Demon Hunters,1951,725,pending,
jojolion,Jojolion,1950,726,pending,
saint_seiya,Saint Seiya,1949,727,pending,
homicipher,Homicipher,1944,728,pending,
sakura_no_sekai,Sakura No Sekai,1943,729,pending,
toaru_majutsu_no_index:_old_testament,Toaru Majutsu No Index: Old Testament,1936,730,pending,
re:stage!,Re:Stage!,1934,731,pending,
indie_utaite,Indie Utaite,1926,732,pending,
tales_of_asteria,Tales Of Asteria,1923,733,pending,
aotu_world,Aotu World,1922,734,pending,
avatar:_the_last_airbender,Avatar: The Last Airbender,1921,735,pending,
tales_of_graces,Tales Of Graces,1919,736,pending,
kuroko_no_basuke,Kuroko No Basuke,1919,737,pending,
duel_masters,Duel Masters,1919,738,pending,
aoki_hagane_no_arpeggio,Aoki Hagane No Arpeggio,1919,739,pending,
newtype,Newtype,1916,740,pending,
tsugu_(vtuber),Tsugu  (Vtuber),1914,741,pending,
danganronpa_another_episode:_ultra_despair_girls,Danganronpa Another Episode: Ultra Despair Girls,1912,742,pending,
char's_counterattack,Char'S Counterattack,1911,743,pending,
koihime_musou,Koihime Musou,1904,744,pending,
phantom_of_the_kill,Phantom Of The Kill,1890,745,pending,
street_fighter_iii_(series),Street Fighter Iii  (Series),1886,746,pending,
mega_man_star_force_(series),Mega Man Star Force  (Series),1880,747,pending,
xenosaga,Xenosaga,1873,748,pending,
mother_2,Mother 2,1866,749,pending,
hello_kitty,Hello Kitty,1865,750,pending,
sora_no_kiseki,Sora No Kiseki,1864,751,pending,
fate/extella,Fate/Extella,1860,752,pending,
beatmania_iidx,Beatmania Iidx,1856,753,pending,
gyee,Gyee,1855,754,pending,
yotsubato!,Yotsubato!,1844,755,pending,
nu_carnival,Nu Carnival,1843,756,pending,
mario_kart,Mario Kart,1841,757,pending,
pokemon_go,Pokemon Go,1840,758,pending,
hypnosis_mic,Hypnosis Mic,1837,759,pending,
pangya,Pangya,1837,760,pending,
fear_&_hunger_(series),Fear & Hunger  (Series),1834,761,pending,
aldnoah.zero,Aldnoah.Zero,1834,762,pending,
tears_of_themis,Tears Of Themis,1830,763,pending,
goodsmile_company,Goodsmile Company,1829,764,pending,
dr._stone,Dr. Stone,1827,765,pending,
little_nuns_(diva),Little Nuns  (Diva),1824,766,pending,
maplestory,Maplestory,1822,767,pending,
grisaia_(series),Grisaia  (Series),1821,768,pending,
uchi_no_hime-sama_ga_ichiban_kawaii,Uchi No Hime-Sama Ga Ichiban Kawaii,1819,769,pending,
call_of_duty:_modern_warfare_2,Call Of Duty: Modern Warfare 2,1818,770,pending,
majo_no_tabitabi,Majo No Tabitabi,1818,771,pending,
saki_achiga-hen,Saki Achiga-Hen,1817,772,pending,
the_legend_of_zelda:_the_wind_waker,The Legend Of Zelda: The Wind Waker,1814,773,pending,
hataraku_saibou,Hataraku Saibou,1812,774,pending,
shironeko_project,Shironeko Project,1811,775,pending,
metaphor:_refantazio,Metaphor: Refantazio,1810,776,pending,
the_ring,The Ring,1806,777,pending,
suzumiya_haruhi_no_shoushitsu,Suzumiya Haruhi No Shoushitsu,1798,778,pending,
dragalia_lost,Dragalia Lost,1791,779,pending,
bombergirl,Bombergirl,1791,780,pending,
world_flipper,World Flipper,1787,781,pending,
kizuna_ai_inc.,Kizuna Ai Inc.,1783,782,pending,
project_tokyo_dolls,Project Tokyo Dolls,1782,783,pending,
armored_core,Armored Core,1778,784,pending,
nier,Nier,1778,785,pending,
isegye_idol,Isegye Idol,1778,786,pending,
dagashi_kashi,Dagashi Kashi,1775,787,pending,
pokemon:_let's_go_pikachu!_and_let's_go_eevee!,Pokemon: Let'S Go Pikachu! And Let'S Go Eevee!,1774,788,pending,
guilty_gear_xx,Guilty Gear Xx,1774,789,pending,
watashi_ga_koibito_ni_nareru_wake_naijan_murimuri!,Watashi Ga Koibito Ni Nareru Wake Naijan Murimuri!,1773,790,pending,
tokimeki_memorial,Tokimeki Memorial,1773,791,pending,
transformers:_generation_1,Transformers: Generation 1,1771,792,pending,
warioware,Warioware,1764,793,pending,
gnosia,Gnosia,1760,794,pending,
nintendo,Nintendo,1755,795,pending,
jashin-chan_dropkick,Jashin-Chan Dropkick,1750,796,pending,
monster_hunter_rise,Monster Hunter Rise,1750,797,pending,
resident_evil_4_(remake),Resident Evil 4  (Remake),1750,798,pending,
sen_no_kiseki_i,Sen No Kiseki I,1749,799,pending,
kanojo_okarishimasu,Kanojo Okarishimasu,1749,800,pending,
lord_el-melloi_ii_case_files,Lord El-Melloi Ii Case Files,1749,801,pending,
shin_jigen_game_neptune_vii,Shin Jigen Game Neptune Vii,1744,802,pending,
snk,Snk,1740,803,pending,
tobaku_mokushiroku_kaiji,Tobaku Mokushiroku Kaiji,1739,804,pending,
gabriel_dropout,Gabriel Dropout,1736,805,pending,
powerpuff_girls,Powerpuff Girls,1736,806,pending,
lupin_iii,Lupin Iii,1734,807,pending,
healin'_good_precure,Healin' Good Precure,1730,808,pending,
kyoukaisenjou_no_horizon,Kyoukaisenjou No Horizon,1730,809,pending,
goodsmile_racing,Goodsmile Racing,1726,810,pending,
tokyo_7th_sisters,Tokyo 7Th Sisters,1723,811,pending,
bungou_stray_dogs,Bungou Stray Dogs,1720,812,pending,
nekopara,Nekopara,1720,813,pending,
nyantype,Nyantype,1711,814,pending,
love_live!_school_idol_festival_all_stars,Love Live! School Idol Festival All Stars,1696,815,pending,
kannagi,Kannagi,1692,816,pending,
south_park,South Park,1691,817,pending,
doukyuusei_(series),Doukyuusei  (Series),1690,818,pending,
senjou_no_valkyria_(series),Senjou No Valkyria  (Series),1688,819,pending,
